Befragtennummer;Erhebungsmonat;Erhebungswoche;Bundesland;Erhebungsgebiet;Einwohner;Polit_interesse
431235;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431236;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431237;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;kaum
431238;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431239;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
431240;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431241;Oktober;43. Woche, Oktober 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
431242;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;KA;etwas
431243;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
431244;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431245;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;stark
431246;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431247;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431248;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
431249;Oktober;43. Woche, Oktober 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;Sehr stark
431250;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;kaum
431251;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;Sehr stark
431252;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;Sehr stark
431253;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
431254;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
431255;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
431256;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431257;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431258;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
431259;Oktober;43. Woche, Oktober 2021;Saarland;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431260;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;stark
431261;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431262;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431263;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431264;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431265;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431266;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;kaum
431267;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
431268;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;kaum
431269;Oktober;43. Woche, Oktober 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;Sehr stark
431270;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
431271;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
431272;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
431273;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;KA;etwas
431274;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431275;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
431276;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
431277;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;Sehr stark
431278;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431279;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
431280;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431281;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;kaum
431282;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431283;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431284;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
431285;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
431286;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
431287;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
431288;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431289;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
431290;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;stark
431291;Oktober;43. Woche, Oktober 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431292;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
431293;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;kaum
431294;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431295;Oktober;43. Woche, Oktober 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431296;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
431297;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;Sehr stark
431298;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431299;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
431300;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;etwas
431301;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431302;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
431303;Oktober;43. Woche, Oktober 2021;Sachsen-Anhalt;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;etwas
431304;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431305;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
431306;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;etwas
431307;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431308;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431309;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
431310;Oktober;43. Woche, Oktober 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;etwas
431311;Oktober;43. Woche, Oktober 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431312;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;KA;kaum
431313;Oktober;43. Woche, Oktober 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;Sehr stark
431314;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431315;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;etwas
431316;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431317;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431318;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
431319;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
431320;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
431321;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
431322;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
431323;Oktober;43. Woche, Oktober 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
431324;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431325;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431326;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431327;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
431328;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
431329;Oktober;43. Woche, Oktober 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
431330;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;stark
431331;Oktober;43. Woche, Oktober 2021;Mecklenburg-Vorpommern;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;etwas
431332;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
431333;Oktober;43. Woche, Oktober 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
431334;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431335;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;etwas
431336;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431337;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
431338;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;Sehr stark
431339;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
431340;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
431341;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431342;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;Sehr stark
431343;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
431344;Oktober;43. Woche, Oktober 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;stark
431345;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431346;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431347;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;Sehr stark
431348;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 100 000 Einwohner;stark
431349;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431350;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
431351;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431352;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
431353;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431354;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;etwas
431355;Oktober;43. Woche, Oktober 2021;Schleswig-Holstein;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431356;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;etwas
431357;Oktober;43. Woche, Oktober 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 2 000 Einwohner;etwas
431358;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431359;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
431360;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;KA;stark
431361;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;kaum
431362;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
431363;Oktober;43. Woche, Oktober 2021;Rheinland-Pfalz;Befragungsgebiet alte Bundesländer;KA;stark
431364;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
431365;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
431366;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431367;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;stark
431368;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431369;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
431370;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;kaum
431371;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431372;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;Sehr stark
431373;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431374;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;gar nicht
431375;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
431376;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;etwas
431377;Oktober;43. Woche, Oktober 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;Sehr stark
431378;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 10 000 Einwohner;stark
431379;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 50 000 Einwohner;Sehr stark
431380;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;KA;etwas
431381;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431382;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431383;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;stark
431384;Oktober;43. Woche, Oktober 2021;Baden-Württemberg;Befragungsgebiet alte Bundesländer;KA;stark
431385;Oktober;43. Woche, Oktober 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
431386;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431387;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;KA;stark
431388;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;Sehr stark
431389;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
431390;Oktober;43. Woche, Oktober 2021;Hessen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;etwas
431391;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 20 000 Einwohner;stark
431392;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 5 000 Einwohner;stark
431393;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;etwas
431394;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;Sehr stark
431395;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 500 000 Einwohner;stark
431396;Oktober;43. Woche, Oktober 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 100 000 Einwohner;etwas
431397;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;stark
431398;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
431399;Oktober;43. Woche, Oktober 2021;Berlin-Ost;Befragungsgebiet neue Bundesländer;über 500 000 Einwohner;stark
431400;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;Sehr stark
431401;Oktober;43. Woche, Oktober 2021;Sachsen;Befragungsgebiet neue Bundesländer;bis 10 000 Einwohner;Sehr stark
431402;Oktober;43. Woche, Oktober 2021;Thüringen;Befragungsgebiet neue Bundesländer;bis 500 000 Einwohner;stark
431403;Oktober;43. Woche, Oktober 2021;Brandenburg;Befragungsgebiet neue Bundesländer;bis 5 000 Einwohner;Sehr stark
431404;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;stark
431405;Oktober;43. Woche, Oktober 2021;Nordrhein-Westfalen;Befragungsgebiet alte Bundesländer;bis 2 000 Einwohner;etwas
431406;Oktober;43. Woche, Oktober 2021;Niedersachsen;Befragungsgebiet alte Bundesländer;bis 50 000 Einwohner;stark
431407;Oktober;43. Woche, Oktober 2021;Berlin-West;Befragungsgebiet alte Bundesländer;über 500 000 Einwohner;Sehr stark
431408;Oktober;43. Woche, Oktober 2021;Bayern;Befragungsgebiet alte Bundesländer;bis 20 000 Einwohner;stark
